,forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw,execution_date,forecast_just_date,date_match
1807,2016-10-06,2016-10-06,PJM RTO,52702,34078,10913,7711,10062016,10062016,yes
1808,2016-10-06,2016-10-06,Western,29508,17755,6950,4803,10062016,10062016,yes
1827,2016-10-05,2016-10-05,Mid Atlantic - Dominion,23754,16476,4160,3118,10052016,10052016,yes
1828,2016-10-05,2016-10-05,PJM RTO,53120,33929,13809,5382,10052016,10052016,yes
1829,2016-10-05,2016-10-05,Western,29366,17453,9649,2264,10052016,10052016,yes
1848,2016-10-04,2016-10-04,Mid Atlantic - Dominion,26744,17494,3897,5353,10042016,10042016,yes
1849,2016-10-04,2016-10-04,PJM RTO,54324,33956,13486,6882,10042016,10042016,yes
1850,2016-10-04,2016-10-04,Western,27580,16462,9589,1529,10042016,10042016,yes
1869,2016-10-03,2016-10-03,Mid Atlantic - Dominion,26379,17127,3481,5771,10032016,10032016,yes
1870,2016-10-03,2016-10-03,PJM RTO,51626,33452,10706,7468,10032016,10032016,yes
1871,2016-10-03,2016-10-03,Western,25247,16325,7225,1697,10032016,10032016,yes
1890,2016-10-02,2016-10-02,Mid Atlantic - Dominion,27174,15025,7552,4597,10022016,10022016,yes
1891,2016-10-02,2016-10-02,PJM RTO,51691,29901,15640,6150,10022016,10022016,yes
1892,2016-10-02,2016-10-02,Western,24517,14876,8088,1553,10022016,10022016,yes
1911,2016-10-01,2016-10-01,Mid Atlantic - Dominion,23532,14504,4840,4188,10012016,10012016,yes
1912,2016-10-01,2016-10-01,PJM RTO,47821,29446,12879,5496,10012016,10012016,yes
1913,2016-10-01,2016-10-01,Western,24289,14942,8039,1308,10012016,10012016,yes
1932,2016-09-30,2016-09-30,Mid Atlantic - Dominion,26276,12660,9131,4485,09302016,09302016,yes
1933,2016-09-30,2016-09-30,PJM RTO,48124,24495,17065,6564,09302016,09302016,yes
1934,2016-09-30,2016-09-30,Western,21848,11835,7934,2079,09302016,09302016,yes
1953,2016-09-29,2016-09-29,Mid Atlantic - Dominion,20150,10334,5526,4290,09292016,09292016,yes
1954,2016-09-29,2016-09-29,PJM RTO,39959,21624,12597,5738,09292016,09292016,yes
1955,2016-09-29,2016-09-29,Western,19809,11290,7071,1448,09292016,09292016,yes
1974,2016-09-28,2016-09-28,Mid Atlantic - Dominion,21834,10499,6369,4966,09282016,09282016,yes
1975,2016-09-28,2016-09-28,PJM RTO,43820,21873,14849,7098,09282016,09282016,yes
1976,2016-09-28,2016-09-28,Western,21986,11374,8480,2132,09282016,09282016,yes
1995,2016-09-27,2016-09-27,Mid Atlantic - Dominion,19249,10726,4178,4345,09272016,09272016,yes
1996,2016-09-27,2016-09-27,PJM RTO,39949,21809,10340,7800,09272016,09272016,yes
1997,2016-09-27,2016-09-27,Western,20700,11083,6162,3455,09272016,09272016,yes
2016,2016-09-26,2016-09-26,Mid Atlantic - Dominion,20911,10770,6145,3996,09262016,09262016,yes
2017,2016-09-26,2016-09-26,PJM RTO,42024,21903,13760,6361,09262016,09262016,yes
2018,2016-09-26,2016-09-26,Western,21113,11133,7615,2365,09262016,09262016,yes
2037,2016-09-25,2016-09-25,Mid Atlantic - Dominion,19491,9757,5084,4650,09252016,09252016,yes
2038,2016-09-25,2016-09-25,PJM RTO,40719,19517,15181,6021,09252016,09252016,yes
2039,2016-09-25,2016-09-25,Western,21228,9760,10097,1371,09252016,09252016,yes
2058,2016-09-24,2016-09-24,Mid Atlantic - Dominion,18182,9746,5128,3308,09242016,09242016,yes
2059,2016-09-24,2016-09-24,PJM RTO,38790,19864,13419,5507,09242016,09242016,yes
2060,2016-09-24,2016-09-24,Western,20608,10118,8291,2199,09242016,09242016,yes
2079,2016-09-23,2016-09-23,Mid Atlantic - Dominion,16418,9075,3181,4162,09232016,09232016,yes
2080,2016-09-23,2016-09-23,PJM RTO,34482,15703,11154,7625,09232016,09232016,yes
2081,2016-09-23,2016-09-23,Western,18064,6628,7973,3463,09232016,09232016,yes
2100,2016-09-22,2016-09-22,Mid Atlantic - Dominion,17300,9463,2957,4880,09222016,09222016,yes
2101,2016-09-22,2016-09-22,PJM RTO,32047,15718,8224,8105,09222016,09222016,yes
2102,2016-09-22,2016-09-22,Western,14747,6255,5267,3225,09222016,09222016,yes
2121,2016-09-21,2016-09-21,Mid Atlantic - Dominion,18058,9641,3786,4631,09212016,09212016,yes
2122,2016-09-21,2016-09-21,PJM RTO,34576,16444,10515,7617,09212016,09212016,yes
2123,2016-09-21,2016-09-21,Western,16518,6803,6729,2986,09212016,09212016,yes
2142,2016-09-20,2016-09-20,Mid Atlantic - Dominion,21286,9664,7942,3680,09202016,09202016,yes
2143,2016-09-20,2016-09-20,PJM RTO,39609,16467,14657,8485,09202016,09202016,yes
2144,2016-09-20,2016-09-20,Western,18323,6803,6715,4805,09202016,09202016,yes
2163,2016-09-19,2016-09-19,Mid Atlantic - Dominion,16109,9829,3450,2830,09192016,09192016,yes
2164,2016-09-19,2016-09-19,PJM RTO,35013,16724,10930,7359,09192016,09192016,yes
2165,2016-09-19,2016-09-19,Western,18904,6895,7480,4529,09192016,09192016,yes
2184,2016-09-18,2016-09-18,Mid Atlantic - Dominion,15787,7839,4195,3753,09182016,09182016,yes
2185,2016-09-18,2016-09-18,PJM RTO,35793,15833,11561,8399,09182016,09182016,yes
2186,2016-09-18,2016-09-18,Western,20006,7994,7366,4646,09182016,09182016,yes
2205,2016-09-17,2016-09-17,Mid Atlantic - Dominion,16991,7174,5863,3954,09172016,09172016,yes
2206,2016-09-17,2016-09-17,PJM RTO,35856,14477,13727,7652,09172016,09172016,yes
2207,2016-09-17,2016-09-17,Western,18865,7303,7864,3698,09172016,09172016,yes
2226,2016-09-16,2016-09-16,Mid Atlantic - Dominion,18662,4900,10688,3074,09162016,09162016,yes
2227,2016-09-16,2016-09-16,PJM RTO,38184,11701,18813,7670,09162016,09162016,yes
2228,2016-09-16,2016-09-16,Western,19522,6801,8125,4596,09162016,09162016,yes
2247,2016-09-15,2016-09-15,Mid Atlantic - Dominion,14098,5278,4861,3959,09152016,09152016,yes
2248,2016-09-15,2016-09-15,PJM RTO,30210,12173,9464,8573,09152016,09152016,yes
2249,2016-09-15,2016-09-15,Western,16112,6895,4603,4614,09152016,09152016,yes
2268,2016-09-14,2016-09-14,Mid Atlantic - Dominion,14304,5289,5055,3960,09142016,09142016,yes
2269,2016-09-14,2016-09-14,PJM RTO,29857,11624,11544,6689,09142016,09142016,yes
2270,2016-09-14,2016-09-14,Western,15553,6335,6489,2729,09142016,09142016,yes
2289,2016-09-13,2016-09-13,Mid Atlantic - Dominion,13652,4442,5366,3844,09132016,09132016,yes
2290,2016-09-13,2016-09-13,PJM RTO,29225,9427,11355,8443,09132016,09132016,yes
2291,2016-09-13,2016-09-13,Western,15573,4985,5989,4599,09132016,09132016,yes
2310,2016-09-12,2016-09-12,Mid Atlantic - Dominion,14247,3441,5100,5706,09122016,09122016,yes
2311,2016-09-12,2016-09-12,PJM RTO,31511,8276,11709,11526,09122016,09122016,yes
2312,2016-09-12,2016-09-12,Western,17264,4835,6609,5820,09122016,09122016,yes
2331,2016-09-11,2016-09-11,Mid Atlantic - Dominion,12679,3430,6035,3214,09112016,09112016,yes
2332,2016-09-11,2016-09-11,PJM RTO,28084,7741,12054,8289,09112016,09112016,yes
2333,2016-09-11,2016-09-11,Western,15405,4311,6019,5075,09112016,09112016,yes
2352,2016-09-10,2016-09-10,Mid Atlantic - Dominion,10249,1131,5017,4101,09102016,09102016,yes
2353,2016-09-10,2016-09-10,PJM RTO,24135,4059,11350,8726,09102016,09102016,yes
2354,2016-09-10,2016-09-10,Western,13886,2928,6333,4625,09102016,09102016,yes
2373,2016-09-09,2016-09-09,Mid Atlantic - Dominion,7594,255,2665,4674,09092016,09092016,yes
2374,2016-09-09,2016-09-09,PJM RTO,14149,293,4960,8896,09092016,09092016,yes
2375,2016-09-09,2016-09-09,Western,6555,38,2295,4222,09092016,09092016,yes
2394,2016-09-08,2016-09-08,Mid Atlantic - Dominion,7245,275,2196,4774,09082016,09082016,yes
2395,2016-09-08,2016-09-08,PJM RTO,12710,313,3254,9143,09082016,09082016,yes
2396,2016-09-08,2016-09-08,Western,5465,38,1058,4369,09082016,09082016,yes
2415,2016-09-07,2016-09-07,Mid Atlantic - Dominion,8415,275,3038,5102,09072016,09072016,yes
2416,2016-09-07,2016-09-07,PJM RTO,15206,313,4691,10202,09072016,09072016,yes
2417,2016-09-07,2016-09-07,Western,6791,38,1653,5100,09072016,09072016,yes
2436,2016-09-06,2016-09-06,Mid Atlantic - Dominion,8440,255,2991,5194,09062016,09062016,yes
2437,2016-09-06,2016-09-06,PJM RTO,13794,293,4236,9265,09062016,09062016,yes
2438,2016-09-06,2016-09-06,Western,5354,38,1245,4071,09062016,09062016,yes
2457,2016-09-05,2016-09-05,Mid Atlantic - Dominion,7823,255,2547,5021,09052016,09052016,yes
2458,2016-09-05,2016-09-05,PJM RTO,13486,293,4277,8916,09052016,09052016,yes
2459,2016-09-05,2016-09-05,Western,5663,38,1730,3895,09052016,09052016,yes
2478,2016-09-04,2016-09-04,Mid Atlantic - Dominion,12075,255,7568,4252,09042016,09042016,yes
2479,2016-09-04,2016-09-04,PJM RTO,19320,293,11049,7978,09042016,09042016,yes
2480,2016-09-04,2016-09-04,Western,7245,38,3481,3726,09042016,09042016,yes
2499,2016-09-03,2016-09-03,Mid Atlantic - Dominion,10314,255,6426,3633,09032016,09032016,yes
2500,2016-09-03,2016-09-03,PJM RTO,20108,293,11567,8248,09032016,09032016,yes
2501,2016-09-03,2016-09-03,Western,9794,38,5141,4615,09032016,09032016,yes
2520,2016-09-02,2016-09-02,Mid Atlantic - Dominion,9761,255,5104,4402,09022016,09022016,yes
2521,2016-09-02,2016-09-02,PJM RTO,17422,293,7711,9418,09022016,09022016,yes
2522,2016-09-02,2016-09-02,Western,7661,38,2607,5016,09022016,09022016,yes
2541,2016-09-01,2016-09-01,Mid Atlantic - Dominion,7597,255,3521,3821,09012016,09012016,yes
2542,2016-09-01,2016-09-01,PJM RTO,15725,293,5198,10234,09012016,09012016,yes
2543,2016-09-01,2016-09-01,Western,8128,38,1677,6413,09012016,09012016,yes
2562,2016-08-31,2016-08-31,Mid Atlantic - Dominion,3528,200,1328,2000,08312016,08312016,yes
2563,2016-08-31,2016-08-31,PJM RTO,10580,238,2151,8191,08312016,08312016,yes
2564,2016-08-31,2016-08-31,Western,7052,38,823,6191,08312016,08312016,yes
2583,2016-08-30,2016-08-30,Mid Atlantic - Dominion,4168,200,1715,2253,08302016,08302016,yes
2584,2016-08-30,2016-08-30,PJM RTO,10891,238,3028,7625,08302016,08302016,yes
2585,2016-08-30,2016-08-30,Western,6723,38,1313,5372,08302016,08302016,yes
2604,2016-08-29,2016-08-29,Mid Atlantic - Dominion,6902,232,3697,2973,08292016,08292016,yes
2605,2016-08-29,2016-08-29,PJM RTO,12270,270,4580,7420,08292016,08292016,yes
2606,2016-08-29,2016-08-29,Western,5368,38,883,4447,08292016,08292016,yes
2625,2016-08-28,2016-08-28,Mid Atlantic - Dominion,6402,194,1887,4321,08282016,08282016,yes
2626,2016-08-28,2016-08-28,PJM RTO,14112,213,4380,9519,08282016,08282016,yes
2627,2016-08-28,2016-08-28,Western,7710,19,2493,5198,08282016,08282016,yes
2646,2016-08-27,2016-08-27,Mid Atlantic - Dominion,6788,194,1448,5146,08272016,08272016,yes
2647,2016-08-27,2016-08-27,PJM RTO,15618,213,5319,10086,08272016,08272016,yes
2648,2016-08-27,2016-08-27,Western,8830,19,3871,4940,08272016,08272016,yes
2667,2016-08-26,2016-08-26,Mid Atlantic - Dominion,5970,194,1347,4429,08262016,08262016,yes
2668,2016-08-26,2016-08-26,PJM RTO,13967,213,3605,10149,08262016,08262016,yes
2669,2016-08-26,2016-08-26,Western,7997,19,2258,5720,08262016,08262016,yes
2688,2016-08-25,2016-08-25,Mid Atlantic - Dominion,7705,194,4050,3461,08252016,08252016,yes
2689,2016-08-25,2016-08-25,PJM RTO,16145,213,5925,10007,08252016,08252016,yes
2690,2016-08-25,2016-08-25,Western,8440,19,1875,6546,08252016,08252016,yes
2709,2016-08-24,2016-08-24,Mid Atlantic - Dominion,8931,194,5610,3127,08242016,08242016,yes
2710,2016-08-24,2016-08-24,PJM RTO,17857,213,9703,7941,08242016,08242016,yes
2711,2016-08-24,2016-08-24,Western,8926,19,4093,4814,08242016,08242016,yes
2730,2016-08-23,2016-08-23,Mid Atlantic - Dominion,9880,129,5781,3970,08232016,08232016,yes
2731,2016-08-23,2016-08-23,PJM RTO,22652,148,10479,12025,08232016,08232016,yes
2732,2016-08-23,2016-08-23,Western,12772,19,4698,8055,08232016,08232016,yes
2751,2016-08-22,2016-08-22,Mid Atlantic - Dominion,8021,129,3683,4209,08222016,08222016,yes
2752,2016-08-22,2016-08-22,PJM RTO,21002,148,9799,11055,08222016,08222016,yes
2753,2016-08-22,2016-08-22,Western,12981,19,6116,6846,08222016,08222016,yes
2772,2016-08-21,2016-08-21,Mid Atlantic - Dominion,8233,129,3137,4967,08212016,08212016,yes
2773,2016-08-21,2016-08-21,PJM RTO,22809,148,12218,10443,08212016,08212016,yes
2774,2016-08-21,2016-08-21,Western,14576,19,9081,5476,08212016,08212016,yes
2793,2016-08-20,2016-08-20,Mid Atlantic - Dominion,9056,129,2524,6403,08202016,08202016,yes
2794,2016-08-20,2016-08-20,PJM RTO,23999,148,11313,12538,08202016,08202016,yes
2795,2016-08-20,2016-08-20,Western,14943,19,8789,6135,08202016,08202016,yes
2814,2016-08-19,2016-08-19,Mid Atlantic - Dominion,7982,129,2612,5241,08192016,08192016,yes
2815,2016-08-19,2016-08-19,PJM RTO,18360,148,7171,11041,08192016,08192016,yes
2816,2016-08-19,2016-08-19,Western,10378,19,4559,5800,08192016,08192016,yes
2835,2016-08-18,2016-08-18,Mid Atlantic - Dominion,7983,97,3421,4465,08182016,08182016,yes
2836,2016-08-18,2016-08-18,PJM RTO,17263,116,6495,10652,08182016,08182016,yes
2837,2016-08-18,2016-08-18,Western,9280,19,3074,6187,08182016,08182016,yes
2856,2016-08-17,2016-08-17,Mid Atlantic - Dominion,7649,109,2190,5350,08172016,08172016,yes
2857,2016-08-17,2016-08-17,PJM RTO,17237,128,5719,11390,08172016,08172016,yes
2858,2016-08-17,2016-08-17,Western,9588,19,3529,6040,08172016,08172016,yes
2877,2016-08-16,2016-08-16,Mid Atlantic - Dominion,7530,97,1904,5529,08162016,08162016,yes
2878,2016-08-16,2016-08-16,PJM RTO,16784,116,5731,10937,08162016,08162016,yes
2879,2016-08-16,2016-08-16,Western,9254,19,3827,5408,08162016,08162016,yes
2898,2016-08-15,2016-08-15,Mid Atlantic - Dominion,7369,97,1660,5612,08152016,08152016,yes
2899,2016-08-15,2016-08-15,PJM RTO,15610,129,4960,10521,08152016,08152016,yes
2900,2016-08-15,2016-08-15,Western,8241,32,3300,4909,08152016,08152016,yes
2919,2016-08-14,2016-08-14,Mid Atlantic - Dominion,7616,97,2280,5239,08142016,08142016,yes
2920,2016-08-14,2016-08-14,PJM RTO,16568,110,6234,10224,08142016,08142016,yes
2921,2016-08-14,2016-08-14,Western,8952,13,3954,4985,08142016,08142016,yes
2940,2016-08-13,2016-08-13,Mid Atlantic - Dominion,7203,97,1783,5323,08132016,08132016,yes
2941,2016-08-13,2016-08-13,PJM RTO,16304,110,5851,10343,08132016,08132016,yes
2942,2016-08-13,2016-08-13,Western,9101,13,4068,5020,08132016,08132016,yes
2961,2016-08-12,2016-08-12,Mid Atlantic - Dominion,6446,97,838,5511,08122016,08122016,yes
2962,2016-08-12,2016-08-12,PJM RTO,12546,110,2140,10296,08122016,08122016,yes
2963,2016-08-12,2016-08-12,Western,6100,13,1302,4785,08122016,08122016,yes
2982,2016-08-11,2016-08-11,Mid Atlantic - Dominion,5193,97,1280,3816,08112016,08112016,yes
2983,2016-08-11,2016-08-11,PJM RTO,10125,110,1936,8079,08112016,08112016,yes
2984,2016-08-11,2016-08-11,Western,4932,13,656,4263,08112016,08112016,yes
3003,2016-08-10,2016-08-10,Mid Atlantic - Dominion,9705,97,5422,4186,08102016,08102016,yes
3004,2016-08-10,2016-08-10,PJM RTO,16495,110,7678,8707,08102016,08102016,yes
3005,2016-08-10,2016-08-10,Western,6790,13,2256,4521,08102016,08102016,yes
3024,2016-08-09,2016-08-09,Mid Atlantic - Dominion,6170,80,2104,3986,08092016,08092016,yes
3025,2016-08-09,2016-08-09,PJM RTO,12997,93,3433,9471,08092016,08092016,yes
3026,2016-08-09,2016-08-09,Western,6827,13,1329,5485,08092016,08092016,yes
3045,2016-08-08,2016-08-08,Mid Atlantic - Dominion,9832,80,4866,4886,08082016,08082016,yes
3046,2016-08-08,2016-08-08,PJM RTO,17193,93,7108,9992,08082016,08082016,yes
3047,2016-08-08,2016-08-08,Western,7361,13,2242,5106,08082016,08082016,yes
3066,2016-08-07,2016-08-07,Mid Atlantic - Dominion,8723,80,3766,4877,08072016,08072016,yes
3067,2016-08-07,2016-08-07,PJM RTO,18609,93,9523,8993,08072016,08072016,yes
3068,2016-08-07,2016-08-07,Western,9886,13,5757,4116,08072016,08072016,yes
3087,2016-08-06,2016-08-06,Mid Atlantic - Dominion,8346,80,2901,5365,08062016,08062016,yes
3088,2016-08-06,2016-08-06,PJM RTO,18297,93,9584,8620,08062016,08062016,yes
3089,2016-08-06,2016-08-06,Western,9951,13,6683,3255,08062016,08062016,yes
3108,2016-08-05,2016-08-05,Mid Atlantic - Dominion,7459,80,2294,5085,08052016,08052016,yes
3109,2016-08-05,2016-08-05,PJM RTO,15477,93,5759,9625,08052016,08052016,yes
3110,2016-08-05,2016-08-05,Western,8018,13,3465,4540,08052016,08052016,yes
3129,2016-08-04,2016-08-04,Mid Atlantic - Dominion,6817,80,2219,4518,08042016,08042016,yes
3130,2016-08-04,2016-08-04,PJM RTO,13644,93,3742,9809,08042016,08042016,yes
3131,2016-08-04,2016-08-04,Western,6827,13,1523,5291,08042016,08042016,yes
3150,2016-08-03,2016-08-03,Mid Atlantic - Dominion,14974,145,7429,7400,08032016,08032016,yes
3151,2016-08-03,2016-08-03,PJM RTO,21408,158,9211,12039,08032016,08032016,yes
3152,2016-08-03,2016-08-03,Western,6434,13,1782,4639,08032016,08032016,yes
3171,2016-08-02,2016-08-02,Mid Atlantic - Dominion,10586,80,1986,8520,08022016,08022016,yes
3172,2016-08-02,2016-08-02,PJM RTO,17487,106,3559,13822,08022016,08022016,yes
3173,2016-08-02,2016-08-02,Western,6901,26,1573,5302,08022016,08022016,yes
3192,2016-08-01,2016-08-01,Mid Atlantic - Dominion,10484,80,3368,7036,08012016,08012016,yes
3193,2016-08-01,2016-08-01,PJM RTO,17704,106,6400,11198,08012016,08012016,yes
3194,2016-08-01,2016-08-01,Western,7220,26,3032,4162,08012016,08012016,yes
3213,2016-07-31,2016-07-31,Mid Atlantic - Dominion,14920,80,5986,8854,07312016,07312016,yes
3214,2016-07-31,2016-07-31,PJM RTO,25627,93,12027,13507,07312016,07312016,yes
3215,2016-07-31,2016-07-31,Western,10707,13,6041,4653,07312016,07312016,yes
3234,2016-07-30,2016-07-30,Mid Atlantic - Dominion,14089,80,5905,8104,07302016,07302016,yes
3235,2016-07-30,2016-07-30,PJM RTO,25618,93,14095,11430,07302016,07302016,yes
3236,2016-07-30,2016-07-30,Western,11529,13,8190,3326,07302016,07302016,yes
3255,2016-07-29,2016-07-29,Mid Atlantic - Dominion,12267,80,3767,8420,07292016,07292016,yes
3256,2016-07-29,2016-07-29,PJM RTO,22548,93,8348,14107,07292016,07292016,yes
3257,2016-07-29,2016-07-29,Western,10281,13,4581,5687,07292016,07292016,yes
3276,2016-07-28,2016-07-28,Mid Atlantic - Dominion,9414,80,596,8738,07282016,07282016,yes
3277,2016-07-28,2016-07-28,PJM RTO,15278,93,1951,13234,07282016,07282016,yes
3278,2016-07-28,2016-07-28,Western,5864,13,1355,4496,07282016,07282016,yes
3297,2016-07-27,2016-07-27,Mid Atlantic - Dominion,9853,80,1098,8675,07272016,07272016,yes
3298,2016-07-27,2016-07-27,PJM RTO,15182,93,2054,13035,07272016,07272016,yes
3299,2016-07-27,2016-07-27,Western,5329,13,956,4360,07272016,07272016,yes
3318,2016-07-26,2016-07-26,Mid Atlantic - Dominion,9241,146,1038,8057,07262016,07262016,yes
3319,2016-07-26,2016-07-26,PJM RTO,15039,159,1184,13696,07262016,07262016,yes
3320,2016-07-26,2016-07-26,Western,5798,13,146,5639,07262016,07262016,yes
3339,2016-07-25,2016-07-25,Mid Atlantic - Dominion,6654,146,296,6212,07252016,07252016,yes
3340,2016-07-25,2016-07-25,PJM RTO,12124,172,310,11642,07252016,07252016,yes
3341,2016-07-25,2016-07-25,Western,5470,26,14,5430,07252016,07252016,yes
3360,2016-07-24,2016-07-24,Mid Atlantic - Dominion,5550,146,655,4749,07242016,07242016,yes
3361,2016-07-24,2016-07-24,PJM RTO,11398,159,858,10381,07242016,07242016,yes
3362,2016-07-24,2016-07-24,Western,5848,13,203,5632,07242016,07242016,yes
3381,2016-07-23,2016-07-23,Mid Atlantic - Dominion,6077,146,430,5501,07232016,07232016,yes
3382,2016-07-23,2016-07-23,PJM RTO,13556,159,507,12890,07232016,07232016,yes
3383,2016-07-23,2016-07-23,Western,7479,13,77,7389,07232016,07232016,yes
3402,2016-07-22,2016-07-22,Mid Atlantic - Dominion,6552,146,995,5411,07222016,07222016,yes
3403,2016-07-22,2016-07-22,PJM RTO,14610,159,1414,13037,07222016,07222016,yes
3404,2016-07-22,2016-07-22,Western,8058,13,419,7626,07222016,07222016,yes
3423,2016-07-21,2016-07-21,Mid Atlantic - Dominion,7513,146,1454,5913,07212016,07212016,yes
3424,2016-07-21,2016-07-21,PJM RTO,16681,159,2065,14457,07212016,07212016,yes
3425,2016-07-21,2016-07-21,Western,9168,13,611,8544,07212016,07212016,yes
3444,2016-07-20,2016-07-20,Mid Atlantic - Dominion,9227,146,3892,5189,07202016,07202016,yes
3445,2016-07-20,2016-07-20,PJM RTO,20830,159,5643,15028,07202016,07202016,yes
3446,2016-07-20,2016-07-20,Western,11603,13,1751,9839,07202016,07202016,yes
3465,2016-07-19,2016-07-19,Mid Atlantic - Dominion,6511,146,854,5511,07192016,07192016,yes
3466,2016-07-19,2016-07-19,PJM RTO,16368,159,2739,13470,07192016,07192016,yes
3467,2016-07-19,2016-07-19,Western,9857,13,1885,7959,07192016,07192016,yes
3486,2016-07-18,2016-07-18,Mid Atlantic - Dominion,7075,146,1971,4958,07182016,07182016,yes
3487,2016-07-18,2016-07-18,PJM RTO,14730,159,3046,11525,07182016,07182016,yes
3488,2016-07-18,2016-07-18,Western,7655,13,1075,6567,07182016,07182016,yes
3507,2016-07-17,2016-07-17,Mid Atlantic - Dominion,8824,146,3494,5184,07172016,07172016,yes
3508,2016-07-17,2016-07-17,PJM RTO,20888,159,7898,12831,07172016,07172016,yes
3509,2016-07-17,2016-07-17,Western,12064,13,4404,7647,07172016,07172016,yes
3528,2016-07-16,2016-07-16,Mid Atlantic - Dominion,8209,146,2940,5123,07162016,07162016,yes
3529,2016-07-16,2016-07-16,PJM RTO,20706,159,8311,12236,07162016,07162016,yes
3530,2016-07-16,2016-07-16,Western,12497,13,5371,7113,07162016,07162016,yes
3549,2016-07-15,2016-07-15,Mid Atlantic - Dominion,6654,146,593,5915,07152016,07152016,yes
3550,2016-07-15,2016-07-15,PJM RTO,17725,159,3361,14205,07152016,07152016,yes
3551,2016-07-15,2016-07-15,Western,11071,13,2768,8290,07152016,07152016,yes
3570,2016-07-14,2016-07-14,Mid Atlantic - Dominion,6219,146,879,5194,07142016,07142016,yes
3571,2016-07-14,2016-07-14,PJM RTO,13351,159,1950,11242,07142016,07142016,yes
3572,2016-07-14,2016-07-14,Western,7132,13,1071,6048,07142016,07142016,yes
3591,2016-07-13,2016-07-13,Mid Atlantic - Dominion,7988,146,2278,5564,07132016,07132016,yes
3592,2016-07-13,2016-07-13,PJM RTO,16315,159,4236,11920,07132016,07132016,yes
3593,2016-07-13,2016-07-13,Western,8327,13,1958,6356,07132016,07132016,yes
3612,2016-07-12,2016-07-12,Mid Atlantic - Dominion,8756,146,2519,6091,07122016,07122016,yes
3613,2016-07-12,2016-07-12,PJM RTO,16959,159,4346,12454,07122016,07122016,yes
3614,2016-07-12,2016-07-12,Western,8203,13,1827,6363,07122016,07122016,yes
3633,2016-07-11,2016-07-11,Mid Atlantic - Dominion,7824,146,2289,5389,07112016,07112016,yes
3634,2016-07-11,2016-07-11,PJM RTO,17394,159,5386,11849,07112016,07112016,yes
3635,2016-07-11,2016-07-11,Western,9570,13,3097,6460,07112016,07112016,yes
3654,2016-07-10,2016-07-10,Mid Atlantic - Dominion,8030,48,2930,5052,07102016,07102016,yes
3655,2016-07-10,2016-07-10,PJM RTO,22709,61,10144,12504,07102016,07102016,yes
3656,2016-07-10,2016-07-10,Western,14679,13,7214,7452,07102016,07102016,yes
3675,2016-07-09,2016-07-09,Mid Atlantic - Dominion,7401,48,1907,5446,07092016,07092016,yes
3676,2016-07-09,2016-07-09,PJM RTO,20460,61,9104,11295,07092016,07092016,yes
3677,2016-07-09,2016-07-09,Western,13059,13,7197,5849,07092016,07092016,yes
3696,2016-07-08,2016-07-08,Mid Atlantic - Dominion,7211,48,495,6668,07082016,07082016,yes
3697,2016-07-08,2016-07-08,PJM RTO,15249,61,1835,13353,07082016,07082016,yes
3698,2016-07-08,2016-07-08,Western,8038,13,1340,6685,07082016,07082016,yes
3717,2016-07-07,2016-07-07,Mid Atlantic - Dominion,7823,48,733,7042,07072016,07072016,yes
3718,2016-07-07,2016-07-07,PJM RTO,15279,61,1419,13799,07072016,07072016,yes
3719,2016-07-07,2016-07-07,Western,7456,13,686,6757,07072016,07072016,yes
3738,2016-07-06,2016-07-06,Mid Atlantic - Dominion,5935,48,587,5300,07062016,07062016,yes
3739,2016-07-06,2016-07-06,PJM RTO,13063,61,3624,9378,07062016,07062016,yes
3740,2016-07-06,2016-07-06,Western,7128,13,3037,4078,07062016,07062016,yes
3759,2016-07-05,2016-07-05,Mid Atlantic - Dominion,5833,48,398,5387,07052016,07052016,yes
3760,2016-07-05,2016-07-05,PJM RTO,10873,61,2794,8018,07052016,07052016,yes
3761,2016-07-05,2016-07-05,Western,5040,13,2396,2631,07052016,07052016,yes
3780,2016-07-04,2016-07-04,Mid Atlantic - Dominion,5012,48,629,4335,07042016,07042016,yes
3781,2016-07-04,2016-07-04,PJM RTO,12850,48,4777,8025,07042016,07042016,yes
3782,2016-07-04,2016-07-04,Western,7838,0,4148,3690,07042016,07042016,yes
3801,2016-07-03,2016-07-03,Mid Atlantic - Dominion,6748,48,1546,5154,07032016,07032016,yes
3802,2016-07-03,2016-07-03,PJM RTO,15718,48,7379,8291,07032016,07032016,yes
3803,2016-07-03,2016-07-03,Western,8970,0,5833,3137,07032016,07032016,yes
3822,2016-07-02,2016-07-02,Mid Atlantic - Dominion,9700,48,3145,6507,07022016,07022016,yes
3823,2016-07-02,2016-07-02,PJM RTO,21494,48,12139,9307,07022016,07022016,yes
3824,2016-07-02,2016-07-02,Western,11794,0,8994,2800,07022016,07022016,yes
3843,2016-07-01,2016-07-01,Mid Atlantic - Dominion,7170,48,1461,5661,07012016,07012016,yes
3844,2016-07-01,2016-07-01,PJM RTO,23569,48,12778,10743,07012016,07012016,yes
3845,2016-07-01,2016-07-01,Western,16399,0,11317,5082,07012016,07012016,yes
3864,2016-06-30,2016-06-30,Mid Atlantic - Dominion,7720,48,1830,5842,06302016,06302016,yes
3865,2016-06-30,2016-06-30,PJM RTO,22960,48,12475,10437,06302016,06302016,yes
